,trend,season,noise,s_noise
168,427.8618965861059,5.407538754031523,-5.269435340137423,-5.269435340137423
169,427.3602101987116,-29.80646663068868,-0.5537435680229486,-0.5537435680229486
170,426.87184888042634,-14.236536189831241,-9.6353126905951,-9.6353126905951
171,426.4066704535393,82.85933062785725,7.733998918603476,7.733998918603476
172,425.949247883417,5.407538754031523,3.6432133625514753,3.6432133625514753
173,425.4994648066195,-29.80646663068868,-12.69299817593085,-12.69299817593085
174,425.0720749308698,-14.236536189831241,13.164461258961438,13.164461258961438
175,424.65686873664805,82.85933062785725,13.483800635494703,13.483800635494703
176,424.2487629865846,5.407538754031523,-8.656301740616133,-8.656301740616133
177,423.85253934143446,-29.80646663068868,7.953927289254214,7.953927289254214
178,423.4777410490755,-14.236536189831241,4.758795140755723,4.758795140755723
179,423.1047384155974,82.85933062785725,-5.964069043454657,-5.964069043454657
180,422.74794595580954,5.407538754031523,22.844515290158935,22.844515290158935
181,422.4071508610612,-29.80646663068868,-12.600684230372533,-12.600684230372533
182,422.072613454429,-14.236536189831241,8.163922735402224,8.163922735402224
183,421.7490094815768,82.85933062785725,-12.608340109434067,-12.608340109434067
184,421.4409395591094,5.407538754031523,1.1515216868590956,1.1515216868590956
185,421.1388012727752,-29.80646663068868,16.66766535791348,16.66766535791348
186,420.8472248743321,-14.236536189831241,-0.6106886845008432,-0.6106886845008432
187,420.57077364192673,82.85933062785725,2.569895730216018,2.569895730216018
188,420.30929040660925,5.407538754031523,9.283170839359226,9.283170839359226
189,420.0486890244628,-29.80646663068868,-10.242222393774139,-10.242222393774139
190,419.8074869362492,-14.236536189831241,15.429049253582065,15.429049253582065
191,419.5716532910552,82.85933062785725,-12.43098391891246,-12.43098391891246
192,419.3457451687339,5.407538754031523,10.246716077234563,10.246716077234563
193,419.1388600211666,-29.80646663068868,0.6676066095220996,0.6676066095220996
194,418.93252883675945,-14.236536189831241,7.304007353071796,7.304007353071796
195,418.7404504909186,82.85933062785725,-47.59978111877584,-27.782641542105594
196,418.55796321140383,5.407538754031523,-7.965501965435354,-7.965501965435354
197,418.3895469054745,-29.80646663068868,14.416919725214175,14.416919725214175
198,418.2260355663197,-14.236536189831241,4.010500623511547,4.010500623511547
199,418.0719268152904,82.85933062785725,-18.931257443147643,-18.931257443147643
200,417.93168468448187,5.407538754031523,14.66077656148661,14.66077656148661
201,417.79620977956296,-29.80646663068868,-1.989743148874279,-1.989743148874279
202,417.6744863250612,-14.236536189831241,1.5620498647700458,1.5620498647700458
203,417.55745323172255,82.85933062785725,-9.416783859579795,-9.416783859579795
204,417.4585643955759,5.407538754031523,4.1338968503926,4.1338968503926
205,417.36428921841934,-29.80646663068868,-4.557822587730666,-4.557822587730666
206,417.279092322964,-14.236536189831241,-9.042556133132763,-9.042556133132763
207,417.207420881774,82.85933062785725,-27.066751509631246,-27.066751509631246
208,417.14028967401174,5.407538754031523,-2.547828428043263,-2.547828428043263
209,417.0866269853478,-29.80646663068868,2.719839645340901,2.719839645340901
210,417.037469156167,-14.236536189831241,7.1990670336642495,7.1990670336642495
211,417.0017377933355,82.85933062785725,-11.861068421192755,-11.861068421192755
212,416.9794141453806,5.407538754031523,-7.386952899412111,-7.386952899412111
213,416.9570969962352,-29.80646663068868,10.849369634453499,10.849369634453499
214,416.95263434596086,-14.236536189831241,16.28390184387038,16.28390184387038
215,416.95263434596086,82.85933062785725,-11.811964973818107,-11.811964973818107
216,416.9615599063242,5.407538754031523,-8.36909866035575,-8.36909866035575
217,416.98834282451327,-29.80646663068868,-13.18187619382459,-13.18187619382459
